,Company,TypeName,Inches,Touchscreen,Ips,Cpu_Vender,Cpu_Type,Ram,Storage (GB),Storage Type,Gpu_Vender,Gpu_Type,Weight,OpSys,Price_euros
413,Acer,2 in 1 Convertible,13.3,1,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 520,1.6,Windows,789.01
414,Asus,2 in 1 Convertible,13.3,1,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.27,Windows,928.0
415,Dell,Notebook,15.6,0,0,Intel,Core i5,4,256,SSD,AMD,Radeon R5 M430,2.3,Others/No OS/Linux,598.9
416,Dell,Notebook,13.3,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 520,1.65,Windows,689.0
417,HP,Ultrabook,14.0,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 520,1.43,Windows,1500.0
418,Dell,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,Intel,HD Graphics 620,2.14,Windows,539.95
419,Lenovo,Ultrabook,14.0,0,1,Intel,Core i7,8,256,SSD,AMD,Radeon RX 550,1.75,Windows,1215.38
420,Lenovo,2 in 1 Convertible,15.6,1,1,Intel,Core i7,16,512,SSD,Nvidia,GeForce GTX 1050,2.0,Windows,1899.0
421,Chuwi,Notebook,12.3,0,1,Intel,Celeron Quad Core,6,64,Flash Storage,Intel,HD Graphics 500,1.4,Windows,449.0
422,HP,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 630,2.31,Windows,1427.0
423,Asus,Notebook,15.6,0,0,Intel,Core i3,8,1024,HDD,Nvidia,GeForce 940MX,2.3,Others/No OS/Linux,597.0
424,Dell,Gaming,17.3,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.42,Windows,2799.0
425,Dell,Gaming,15.6,0,1,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050 Ti,2.62,Windows,1159.0
426,Dell,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD +  2TB HDD,AMD,Radeon 530,2.02,Windows,1142.4
427,Dell,Ultrabook,14.0,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.6,Others/No OS/Linux,1099.0
428,HP,Gaming,17.3,0,0,Intel,Core i7,12,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,3.35,Windows,1999.0
429,Mediacom,2 in 1 Convertible,11.6,1,1,Intel,Celeron Dual Core,4,32,SSD,Intel,HD Graphics 500,1.16,Windows,299.0
430,Samsung,Netbook,11.6,0,0,Intel,Celeron Dual Core,4,16,Flash Storage,Intel,HD Graphics 400,1.15,Others/No OS/Linux,269.0
431,Lenovo,Notebook,13.3,0,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.4,Windows,1010.0
432,Lenovo,Notebook,14.0,0,1,Intel,Core i3,4,128,SSD,Intel,HD Graphics 620,1.7,Windows,599.0
433,Lenovo,Workstation,15.6,0,1,Intel,Core i7,16,512,SSD,Nvidia,GeForce 940MX,2.3,Windows,2445.0
434,Lenovo,Notebook,15.6,0,0,Intel,Core i7,16,512,SSD,Nvidia,Quadro M2200M,2.5,Windows,2449.0
435,Asus,Gaming,17.3,0,0,AMD,Ryzen 1600,8,256,SSD +  1TB HDD,AMD,Radeon RX 580,3.2,Windows,1695.0
436,HP,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,500,HDD,Intel,HD Graphics 400,2.1,Windows,347.0
437,Google,Ultrabook,12.3,1,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 615,1.1,Others/No OS/Linux,2199.0
438,Lenovo,Ultrabook,14.0,0,0,Intel,Core i7,24,512,SSD,Intel,HD Graphics 620,1.32,Windows,2382.0
439,Asus,Notebook,15.6,0,0,Intel,Core i5,4,256,SSD,Intel,HD Graphics 620,2.0,Others/No OS/Linux,559.0
440,Lenovo,Notebook,17.3,0,0,AMD,A6-Series 9220,8,1024,HDD,AMD,Radeon R4,2.8,Windows,519.0
441,Dell,Notebook,15.6,0,0,Intel,Core i5,4,256,SSD,AMD,Radeon 530,2.2,Windows,749.0
442,Lenovo,Ultrabook,12.5,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.36,Windows,1429.0
443,Lenovo,Notebook,15.6,0,0,Intel,I n t e l,4,128,SSD,Intel,HD Graphics 505,2.2,Windows,349.0
444,HP,Gaming,15.6,0,1,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.2,Windows,1099.0
445,Dell,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce 930MX,1.64,Windows,1179.0
446,Acer,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 620,2.4,Others/No OS/Linux,441.8
447,Dell,Workstation,15.6,0,0,Intel,I n t e l,8,64,Flash Storage +  1TB HDD,Nvidia,Quadro M620,2.23,Windows,1993.0
448,MSI,Gaming,15.6,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce GTX 1050,2.2,Windows,1027.74
449,Microsoft,Ultrabook,13.5,1,0,Intel,Core i7,16,512,SSD,Intel,Iris Plus Graphics 640,1.25,Windows,2589.0
450,HP,Notebook,15.6,0,0,Intel,Core i5,8,128,SSD,Intel,HD Graphics 620,1.91,Windows,589.0
451,Dell,Workstation,15.6,0,1,Intel,Core i7,16,256,SSD,Nvidia,Quadro M620,2.17,Windows,1975.0
452,HP,Workstation,15.6,0,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,2.31,Windows,1534.0
453,Lenovo,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.65,Windows,1345.0
454,Dell,Notebook,15.6,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,AMD,Radeon 530,2.36,Windows,979.0
455,Dell,2 in 1 Convertible,11.6,1,0,Intel,I n t e l,4,500,HDD,Intel,HD Graphics 405,1.47,Windows,479.0
456,Dell,Notebook,17.3,0,1,Intel,Core i7,8,1024,HDD,Nvidia,GeForce GTX 1060,4.42,Windows,2046.0
457,Microsoft,Ultrabook,13.5,1,0,Intel,Core M,4,128,SSD,Intel,HD Graphics 615,1.252,Windows,989.0
458,Microsoft,Ultrabook,13.5,1,0,Intel,Core i7,8,256,SSD,Intel,Iris Plus Graphics 640,1.25,Windows,1799.0
459,HP,Notebook,17.3,0,0,Intel,Core i3,8,256,SSD,Intel,HD Graphics 520,2.5,Windows,639.9
460,Acer,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,Nvidia,GeForce 940MX,2.23,Windows,544.0
461,Acer,Netbook,11.6,0,0,Intel,Celeron Dual Core,4,128,SSD,Intel,HD Graphics 400,1.4,Windows,435.0
462,Asus,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,Intel,HD Graphics 620,2.37,Windows,749.0
463,Lenovo,Notebook,14.0,0,1,Intel,Core i7,8,512,SSD,AMD,Radeon R7 M460,1.5,Others/No OS/Linux,799.0
464,Lenovo,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,Quadro M2200M,2.67,Windows,2090.0
465,Asus,Notebook,15.6,0,0,Intel,I n t e l,4,500,HDD,Intel,HD Graphics 500,2.0,Windows,304.0
466,Acer,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Nvidia,GeForce GTX 940MX,2.2,Windows,469.0
467,Dell,Notebook,15.6,0,0,Intel,Core i5,8,2048,HDD,AMD,Radeon 530,2.02,Windows,759.0
468,HP,Gaming,17.3,0,1,Intel,Core i7,12,1024,HDD,Nvidia,GeForce GTX 1060,3.78,Windows,1699.0
469,Lenovo,Ultrabook,14.0,0,1,Intel,Core i7,12,256,SSD,Intel,HD Graphics 520,1.4,Windows,1858.0
470,HP,2 in 1 Convertible,13.3,1,1,Intel,Core i7,8,512,SSD,Intel,UHD Graphics 620,1.29,Windows,1999.0
471,HP,Notebook,15.6,0,0,Intel,Core i5,8,500,HDD,AMD,FirePro W4190M ,1.9,Windows,1154.0
472,Google,Ultrabook,12.3,1,0,Intel,Core i5,8,128,SSD,Intel,HD Graphics 615,1.1,Others/No OS/Linux,1275.0
473,Dell,Ultrabook,13.3,1,0,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,1.42,Windows,1841.85
474,Asus,Notebook,15.6,0,1,Intel,Core i7,12,128,SSD +  1TB HDD,Intel,HD Graphics 530,2.06,Windows,1299.0
475,Dell,Notebook,14.0,0,0,Intel,Core i3,8,128,SSD,Intel,HD Graphics 520,1.79,Windows,740.0
476,Dell,Workstation,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,Quadro M1200,1.78,Windows,2408.0
477,Lenovo,Notebook,14.0,0,0,Intel,Core i5,8,180,SSD,Intel,HD Graphics 620,1.7,Windows,1364.0
478,Dell,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,AMD,Radeon 520,2.2,Windows,675.0
479,Toshiba,Notebook,13.3,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.05,Windows,1672.0
480,Dell,Notebook,15.6,0,1,Intel,Core i7,8,512,SSD,Nvidia,GeForce 940MX,2.16,Windows,1262.0
481,Dell,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,Intel,HD Graphics 620,2.18,Windows,586.6
482,HP,Notebook,13.3,0,1,Intel,Core i5,4,128,SSD,Intel,UHD Graphics 620,1.49,Windows,726.0
483,Chuwi,Notebook,15.6,0,0,Intel,I n t e l,4,64,Flash Storage,Intel,HD Graphics,1.89,Windows,248.9
484,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 520,2.3,Windows,565.0
485,Lenovo,Notebook,14.0,0,1,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,1.75,Windows,1049.0
486,Dell,Workstation,15.6,0,1,Intel,Core i7,16,512,SSD,Nvidia,Quadro M620,2.17,Windows,2338.0
487,Dell,Notebook,15.6,0,0,Intel,Core i7,16,512,SSD,Nvidia,GeForce GTX 1050,2.06,Windows,1899.0
488,Lenovo,Ultrabook,12.5,0,1,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,1.36,Windows,1798.0
489,Asus,Ultrabook,12.5,0,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,0.91,Windows,1950.0
490,Lenovo,Notebook,15.6,0,1,Intel,Core i5,8,256,SSD,Nvidia,GeForce 940MX,2.3,Windows,1011.99
491,Toshiba,Ultrabook,13.3,1,0,Intel,Core i7,32,512,SSD,Intel,HD Graphics 620,1.05,Windows,2799.0
492,Asus,Gaming,15.6,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,1.99,Windows,1350.0
493,Acer,Notebook,15.6,0,0,AMD,A10-Series 9620P,8,1024,HDD,AMD,Radeon RX 540,2.2,Windows,579.0
494,Asus,Gaming,17.3,1,1,Intel,Core i7,24,256,SSD +  1TB HDD,Nvidia,GeForce GTX 965M,4.33,Windows,1269.0
495,Lenovo,Ultrabook,12.5,0,1,Intel,Core i5,8,180,SSD,Intel,HD Graphics 520,1.3,Windows,1099.0
496,Lenovo,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Intel,UHD Graphics 620,2.17,Windows,898.9
497,HP,Notebook,14.0,0,0,Intel,Core i7,8,1024,SSD,Intel,HD Graphics 620,1.48,Windows,1749.0
498,Lenovo,Notebook,13.3,0,1,Intel,Core i3,8,256,SSD,Intel,HD Graphics 620,1.4,Windows,949.0
499,Lenovo,Notebook,15.6,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.3,Windows,911.0
500,Asus,Netbook,11.6,0,0,Intel,Celeron Dual Core,4,64,Flash Storage,Intel,HD Graphics 500,1.2,Windows,340.0
501,HP,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,AMD,Radeon 520,1.91,Windows,618.99
502,Lenovo,2 in 1 Convertible,13.9,1,1,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,1.4,Windows,1599.0
503,Lenovo,Notebook,14.0,0,0,Intel,Celeron Dual Core,4,500,HDD,Intel,HD Graphics 500,2.1,Windows,299.0
504,Lenovo,Netbook,11.6,0,0,Intel,Celeron Dual Core,4,16,SSD,Intel,HD Graphics 400,1.25,Others/No OS/Linux,265.0
505,Lenovo,Notebook,13.3,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.44,Windows,949.0
506,Asus,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD +  1TB HDD,Intel,HD Graphics 620,2.0,Windows,1224.0
507,Acer,Notebook,15.6,0,1,Intel,Core i5,4,1024,HDD,Nvidia,GeForce MX150,2.2,Windows,613.0
508,HP,Ultrabook,13.3,0,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.34,Windows,1323.0
509,Lenovo,Gaming,15.6,0,1,Intel,Core i7,8,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,2.4,Others/No OS/Linux,1149.0
510,Dell,Ultrabook,13.3,1,1,Intel,Core i5,8,128,SSD,Intel,HD Graphics 620,1.29,Windows,899.0
511,Acer,Notebook,15.6,0,0,Intel,Core i7,4,500,HDD,Nvidia,GeForce 940MX,2.2,Windows,639.0
512,Dell,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,Intel,HD Graphics 620,2.18,Windows,836.0
513,Dell,Notebook,15.6,0,0,Intel,Core i7,16,256,SSD +  2TB HDD,AMD,Radeon 530,2.2,Windows,1219.24
514,Xiaomi,Notebook,15.6,0,1,Intel,Core i7,16,256,SSD,Nvidia,GeForce MX150,1.95,Others/No OS/Linux,1399.95
515,Asus,Netbook,11.6,0,0,Intel,Celeron Dual Core,2,32,Flash Storage,Intel,HD Graphics 500,1.1,Windows,245.0
516,HP,Notebook,15.6,1,0,Intel,Core i5,4,1024,HDD,Intel,UHD Graphics 620,2.04,Windows,521.47
517,Asus,Gaming,15.6,0,0,Intel,Core i7,24,512,SSD,Nvidia,GeForce GTX1080,2.24,Windows,2968.0
518,HP,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce 930MX,2.04,Windows,889.0
519,Asus,Gaming,17.3,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX1050 Ti,3.0,Windows,1504.0
520,Lenovo,Gaming,15.6,0,1,Intel,Core i7,8,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,3.2,Windows,1399.0
521,HP,Ultrabook,13.3,0,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.32,Windows,1399.0
522,Dell,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.64,Windows,1279.73
523,HP,Notebook,15.6,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 520,1.63,Windows,689.0
524,Dell,Notebook,17.3,0,1,Intel,Core i5,8,128,SSD +  1TB HDD,AMD,Radeon 530,2.8,Others/No OS/Linux,889.0
525,Lenovo,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 520,2.02,Windows,1340.0
526,Lenovo,Notebook,15.6,0,0,Intel,Core i7,4,1024,HDD,Nvidia,GeForce 920MX,2.2,Windows,799.0
527,Lenovo,Notebook,15.6,0,0,Intel,Core i3,8,2048,HDD,Nvidia,GeForce 920MX ,2.2,Others/No OS/Linux,459.0
528,Dell,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,AMD,Radeon R5 M430,2.3,Windows,585.0
529,Dell,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.9,Windows,1377.0
530,Dell,Gaming,17.3,0,1,Intel,Core i7,16,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.42,Windows,3012.77
531,Toshiba,Notebook,15.6,0,1,Intel,Core i5,8,500,HDD,Intel,HD Graphics 620,2.0,Windows,860.0
532,Asus,Notebook,15.6,0,1,Intel,Core i7,8,256,SSD +  1TB HDD,Nvidia,GeForce GTX 960M,2.0,Windows,1299.0
533,Mediacom,Notebook,13.3,0,1,Intel,Celeron Quad Core,4,32,SSD,Intel,HD Graphics 500,1.2,Windows,369.0
534,Asus,Gaming,15.6,0,1,Intel,Core i5,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,2.3,Windows,1649.0
535,Dell,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce 930MX,1.93,Windows,1369.0
536,Dell,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,AMD,Radeon 530,2.2,Windows,797.41
537,HP,Notebook,15.6,0,0,Intel,I n t e l,4,256,SSD,Intel,HD Graphics 405,1.86,Windows,398.99
538,HP,Gaming,17.3,0,0,Intel,Core i7,12,1024,HDD,Nvidia,GeForce GTX 1060,2.62,Windows,1799.0
539,Lenovo,Notebook,14.0,0,1,Intel,Core i7,8,256,SSD,Nvidia,GeForce 940MX,1.87,Windows,859.0
540,Dell,Ultrabook,13.3,1,0,Intel,Core i7,8,256,SSD,Intel,UHD Graphics 620,1.2,Windows,1399.0
541,Dell,Notebook,14.0,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 520,1.6,Windows,735.87
542,HP,Ultrabook,13.3,0,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.34,Windows,1145.0
543,Acer,Gaming,15.6,0,0,Intel,Core i5,8,1024,HDD,Nvidia,GeForce GTX 1050,2.4,Others/No OS/Linux,798.0
544,Asus,Notebook,15.6,0,0,AMD,E-Series 7110,4,500,HDD,AMD,Radeon R2 Graphics,2.0,Windows,349.0
545,HP,Notebook,15.6,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 620,2.1,Windows,705.5
546,Lenovo,Notebook,14.0,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 620,1.87,Windows,785.0
547,Lenovo,Notebook,15.6,0,0,Intel,Core i5,4,1024,HDD,Intel,HD Graphics 520,2.15,Others/No OS/Linux,462.35
548,HP,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,1.86,Windows,397.0
549,Lenovo,Notebook,15.6,0,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.99,Windows,1729.0
550,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 520,2.2,Windows,499.0
551,Dell,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.9,Windows,1116.99
552,Dell,Gaming,17.3,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.42,Windows,2699.0
553,HP,Notebook,17.3,0,0,Intel,Core i3,8,1024,HDD,Intel,HD Graphics 520,2.65,Windows,544.15
554,HP,Notebook,17.3,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce 930MX,2.63,Windows,1280.0
555,Asus,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,500,HDD,Intel,HD Graphics 500,2.0,Others/No OS/Linux,224.0
556,Mediacom,Notebook,13.3,0,1,Intel,I n t e l,4,32,Flash Storage,Intel,HD Graphics,1.35,Windows,255.0
557,Lenovo,Notebook,17.3,0,0,Intel,Core i7,6,128,SSD +  1TB HDD,Nvidia,GeForce 940MX,2.8,Windows,949.0
558,HP,Notebook,15.6,0,1,AMD,A10-Series A10-9620P,6,128,SSD,AMD,Radeon 530,1.91,Windows,568.9
559,Dell,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,AMD,Radeon R5 M420,2.18,Windows,617.9
560,Acer,2 in 1 Convertible,11.6,1,1,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics 500,1.25,Windows,349.0
561,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 620,2.05,Windows,630.0
562,HP,Ultrabook,13.3,1,1,Intel,Core M,16,512,SSD,Intel,HD Graphics 515,1.16,Windows,1965.0
563,Lenovo,Notebook,17.3,0,1,Intel,Core i7,8,256,SSD,Nvidia,Quadro M620M,3.4,Windows,2999.0
564,Asus,Notebook,15.6,0,0,Intel,Core i5,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.5,Windows,839.0
565,Dell,Ultrabook,13.3,1,1,Intel,Core i5,8,128,SSD,Intel,UHD Graphics 620,1.21,Windows,1599.0
566,Dell,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 620,1.93,Windows,959.0
567,Fujitsu,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,Intel,HD Graphics 620,2.2,Windows,739.0
568,Lenovo,Notebook,15.6,0,0,Intel,I n t e l,4,500,HDD,Intel,HD Graphics 505,2.2,Windows,344.0
569,Lenovo,Notebook,14.0,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 620,2.02,Windows,990.0
570,HP,Workstation,17.3,0,0,Intel,Core i5,8,500,HDD,Nvidia,Quadro M1200,3.14,Windows,1860.99
571,HP,Notebook,14.0,0,0,Intel,I n t e l,8,2048,HDD,Intel,HD Graphics 405,1.94,Windows,389.0
572,HP,Notebook,15.6,0,1,AMD,A9-Series A9-9420,6,256,SSD,AMD,Radeon 530,1.95,Windows,649.0
573,Lenovo,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.3,Windows,830.0
574,Lenovo,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 620,2.05,Windows,685.0
575,Mediacom,Notebook,14.0,0,0,Intel,I n t e l,4,32,SSD,Intel,HD Graphics,1.4,Windows,249.0
576,Toshiba,Ultrabook,14.0,1,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,1.24,Windows,1865.0
577,Lenovo,Gaming,17.3,0,1,Intel,Core i7,32,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.6,Windows,2663.0
578,MSI,Gaming,17.3,0,0,Intel,Core i7,16,512,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.14,Windows,2729.0
579,Dell,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,AMD,Radeon R5 M430,2.2,Others/No OS/Linux,749.01
580,Mediacom,Notebook,14.0,0,1,Intel,Celeron Quad Core,4,32,SSD,Intel,HD Graphics 500,1.45,Windows,389.0
581,Dell,Notebook,15.6,0,0,Intel,Core i5,8,500,HDD,Intel,HD Graphics 620,1.9,Windows,1008.52
582,HP,Notebook,13.3,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 620,1.49,Windows,719.0
583,Dell,Notebook,15.6,0,0,Intel,Core i7,16,256,SSD,Nvidia,GeForce 930MX,1.93,Windows,1537.39
584,Dell,Netbook,11.6,0,0,Intel,Celeron Dual Core,4,16,Flash Storage,Intel,HD Graphics 400,1.26,Others/No OS/Linux,295.0
585,MSI,Gaming,17.3,0,0,Intel,Core i7,16,128,SSD +  1TB HDD,Nvidia,GeForce GTX 980M,4.5,Windows,2349.0
586,HP,Gaming,17.3,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,3.78,Windows,1498.0
587,Lenovo,Ultrabook,14.0,0,1,Intel,Core i7,12,256,SSD,Intel,HD Graphics 520,1.4,Windows,1673.0
588,Lenovo,Notebook,15.6,1,0,Intel,Core i7,12,1024,HDD,Intel,HD Graphics 620,2.2,Windows,609.0
589,Asus,Gaming,17.3,0,1,Intel,Core i5,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,2.73,Windows,1770.0
590,Asus,2 in 1 Convertible,15.6,1,0,Intel,Core i5,8,1024,HDD,Intel,HD Graphics 520,2.2,Windows,739.0
591,Lenovo,Notebook,15.6,0,0,AMD,A12-Series 9720P,12,512,SSD,AMD,Radeon 530,2.2,Windows,949.0
592,Dell,2 in 1 Convertible,11.6,1,0,Intel,Core M,4,128,SSD,Intel,HD Graphics 615,1.39,Windows,603.0
593,Samsung,Notebook,15.6,0,0,Intel,Core i7,16,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.5,Windows,1699.0
594,Lenovo,Notebook,17.3,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,2.8,Others/No OS/Linux,529.0
595,Lenovo,Notebook,15.6,0,0,Intel,Core i3,8,1024,HDD,Intel,HD Graphics 520,2.29,Windows,459.0
596,Lenovo,2 in 1 Convertible,13.3,1,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.37,Windows,2025.0
597,Lenovo,Notebook,14.0,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 630,1.7,Windows,1474.0
598,Dell,2 in 1 Convertible,12.5,1,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.34,Windows,1670.0
599,Dell,Workstation,15.6,1,0,Intel,Core i7,8,256,SSD,Nvidia,Quadro M620,2.06,Windows,1763.0
600,HP,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.84,Windows,1219.0
601,HP,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 620,2.1,Windows,668.48
602,Acer,Notebook,14.0,0,0,Intel,Celeron Quad Core,4,32,Flash Storage,Intel,HD Graphics 500,1.6,Windows,329.0
603,MSI,Gaming,17.3,0,0,Intel,Core i7,16,128,SSD +  1TB HDD,Nvidia,GeForce GTX 970M,4.14,Windows,2199.0
604,Dell,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,AMD,Radeon R5 M420,2.18,Others/No OS/Linux,465.0
605,MSI,Gaming,15.6,0,0,Intel,Core i7,16,256,SSD +  2TB HDD,Nvidia,GeForce GTX 1060,1.8,Windows,2299.0
606,Toshiba,Notebook,15.6,0,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 520,2.2,Windows,1399.0
607,Lenovo,Notebook,15.6,0,0,Intel,Core i5,6,1024,HDD,Intel,HD Graphics 620,2.4,Windows,564.0
608,Lenovo,2 in 1 Convertible,15.6,1,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 630,2.0,Windows,1299.0
609,Acer,Notebook,14.0,0,0,Intel,I n t e l,4,128,Flash Storage,Intel,HD Graphics 405,1.6,Windows,349.0
610,Lenovo,Notebook,15.6,0,1,Intel,I n t e l,32,1024,SSD,Nvidia,Quadro M2200M,2.5,Windows,4899.0
611,Dell,Gaming,15.6,0,0,Intel,Core i7,16,1024,HDD,Nvidia,GeForce GTX 960<U+039C>,2.59,Windows,879.01
612,Dell,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,Intel,HD Graphics 520,2.18,Others/No OS/Linux,443.9
613,Dell,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,Intel,HD Graphics 520,2.25,Others/No OS/Linux,359.0
614,Dell,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 620,1.93,Others/No OS/Linux,869.0
615,Asus,Gaming,17.3,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,3.0,Windows,1168.0
616,Dell,Notebook,15.6,0,0,Intel,Core i5,4,128,SSD,AMD,Radeon R5 M420,2.18,Others/No OS/Linux,569.0
617,HP,Ultrabook,15.6,0,0,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.84,Windows,1389.0
618,MSI,Gaming,15.6,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,2.94,Windows,2267.86
619,Acer,2 in 1 Convertible,11.6,1,1,Intel,Celeron Quad Core,4,32,Flash Storage,Intel,HD Graphics 400,1.25,Others/No OS/Linux,379.0
620,HP,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.31,Windows,1124.0
